player_name,nic_year,pro_pos,school,GM
Chris Rodriguez Jr.,2023,RB,Kentucky,CHI_Ryan Poles
Tay Gowan,2021,CB,UCF,CHI_Ryan Poles
David Walker,2025,ED,Central Arkansas,CHI_Ryan Poles
Jaden Crumedy,2024,DT,Mississippi State,CHI_Ryan Poles
Ja'Corey Brooks,2025,WR,Louisville,CHI_Ryan Poles
Rory Anderson,2015,TE,South Carolina,CHI_Ryan Poles
Quincy Roche,2021,ED,Miami (FL),CHI_Ryan Poles
Devin Taylor,2013,ED,South Carolina,CHI_Ryan Poles
Tony Fields,2021,LB,West Virginia,CHI_Ryan Poles
Chase Lundt,2025,T,Connecticut,CHI_Ryan Poles
Derion Kendrick,2022,CB,Georgia,CHI_Ryan Poles
Grey Zabel,2025,T,North Dakota State,CHI_Ryan Poles
Jake Moody,2023,K,Michigan,CHI_Ryan Poles
Joshua Karty,2024,K,Stanford,CHI_Ryan Poles
Tyler Loop,2025,K,Arizona,CHI_Ryan Poles
Tre' McKitty,2021,TE,Georgia,CHI_Ryan Poles
Beau Sandland,2016,TE,Montana State,CHI_Ryan Poles
Cole Toner,2016,C,Harvard,CHI_Ryan Poles
Robert Myers,2015,G,Tennessee State,CHI_Ryan Poles
Brad Robbins,2023,P,Michigan,CHI_Ryan Poles
De'Angelo Henderson,2017,RB,Coastal Carolina,CHI_Ryan Poles
James Burnip,2025,P,Alabama,CHI_Ryan Poles
Khalil Herbert,2021,RB,Virginia Tech,CHI_Ryan Poles
Will Reichard,2024,K,Alabama,CHI_Ryan Poles
Ryan Fitzgerald,2025,K,Florida State,CHI_Ryan Poles
Cam Little,2024,K,Arkansas,CHI_Ryan Poles
Matt Judon,2016,ED,Grand Valley State,CHI_Ryan Poles
Dylan Donahue,2017,LB,West Georgia,CHI_Ryan Poles
Andres Borregales,2025,K,Miami (FL),CHI_Ryan Poles
Tory Taylor,2024,P,Iowa,CHI_Ryan Poles
Eric Saubert,2017,TE,Drake,CHI_Ryan Poles
Ben Bartch,2020,T,St. John's,CHI_Ryan Poles
Bailey Zappe,2022,QB,Western Kentucky,CHI_Ryan Poles
Alex Cappa,2018,T,Humboldt State,CHI_Ryan Poles
Adam Shaheen,2017,TE,Ashland,CHI_Ryan Poles
Ben Sauls,2025,K,Pittsburgh,CHI_Ryan Poles
Kyle Dugger,2020,S,Lenoir-Rhyne,CHI_Ryan Poles
Quinn Meinerz,2021,C,Wisconsin-Whitewater,CHI_Ryan Poles
Aubrayo Franklin,2003,DT,Tennessee,CHI_Ryan Poles
Aaron Donald,2014,DT,Pittsburgh,CHI_Ryan Poles
Antonio Johnson,2007,DT,Mississippi State,CHI_Ryan Poles
Red Bryant,2008,DT,Texas A&M,CHI_Ryan Poles
Jarran Reed,2016,DT,Alabama,CHI_Ryan Poles
Joshua Frazier,2018,DT,Alabama,CHI_Ryan Poles
Letroy Guion,2008,DT,Florida State,CHI_Ryan Poles
Cam Jackson,2025,DT,Florida,CHI_Ryan Poles
Maliek Collins,2016,DT,Nebraska,CHI_Ryan Poles
Kevin Williams,2003,DT,Oklahoma State,CHI_Ryan Poles
Kindal Moorehead,2003,DT,Alabama,CHI_Ryan Poles
Johnathan Sullivan,2003,DT,Georgia,CHI_Ryan Poles
Montori Hughes,2013,DT,Tennessee-Martin,CHI_Ryan Poles
Eric Moore,2005,ED,Florida State,CHI_Ryan Poles
Adrian Tracy,2010,ED,William & Mary,CHI_Ryan Poles
Kareem Brown,2007,ED,Miami (FL),CHI_Ryan Poles
B.J. Askew,2003,FB,Michigan,CHI_Ryan Poles
Terry Beckner Jr.,2019,DT,Missouri,CHI_Ryan Poles
Austen Lane,2010,ED,Murray State,CHI_Ryan Poles
Brandon Green,2003,ED,Rice,CHI_Ryan Poles
Chauncey Davis,2005,ED,Florida State,CHI_Ryan Poles
Antonio Smith,2004,ED,Oklahoma State,CHI_Ryan Poles
Darnell Wright,2023,T,Tennessee,CHI_Ryan Poles
Gaines Adams,2007,ED,Clemson,CHI_Ryan Poles
Kenny Clark,2016,DT,UCLA,CHI_Ryan Poles
Evan Mathis,2005,G,Alabama,CHI_Ryan Poles
Roderick Green,2004,ED,Central Missouri,CHI_Ryan Poles
Derek Rivers,2017,ED,Youngstown State,CHI_Ryan Poles
Bryant McNeal,2003,ED,Clemson,CHI_Ryan Poles
Shawne Merriman,2005,ED,Maryland,CHI_Ryan Poles
Baraka Atkins,2007,ED,Miami (FL),CHI_Ryan Poles
Jared Allen,2004,ED,Idaho State,CHI_Ryan Poles
Trevor Johnson,2004,ED,Nebraska,CHI_Ryan Poles
Tully Banta-Cain,2003,ED,California,CHI_Ryan Poles
Lawrence Sidbury,2009,ED,Richmond,CHI_Ryan Poles
Charles Bennett,2006,ED,Clemson,CHI_Ryan Poles
Melvin Williams,2003,ED,Kansas State,CHI_Ryan Poles
Terrence Cody,2010,DT,Alabama,CHI_Ryan Poles
Reggie Torbor,2004,ED,Auburn,CHI_Ryan Poles
Darryl Johnson Jr.,2019,ED,North Carolina A&T,CHI_Ryan Poles
Dewayne White,2003,ED,Louisville,CHI_Ryan Poles
Glenn Dorsey,2008,DT,LSU,CHI_Ryan Poles
Ryan LaCasse,2006,ED,Syracuse,CHI_Ryan Poles
Henry Anderson,2015,DT,Stanford,CHI_Ryan Poles
Melvin Oliver,2006,ED,LSU,CHI_Ryan Poles
Lachlan Edwards,2016,P,Sam Houston,CHI_Ryan Poles
Lionel Dotson,2008,DT,Arizona,CHI_Ryan Poles
Brian Robison,2007,ED,Texas,CHI_Ryan Poles
Robert Geathers,2004,ED,Georgia,CHI_Ryan Poles
Jamaal Green,2003,ED,Miami (FL),CHI_Ryan Poles
B.J. Dubose,2015,DT,Louisville,CHI_Ryan Poles
Logan Mankins,2005,G,Fresno State,CHI_Ryan Poles
Ryan Glasgow,2017,DT,Michigan,CHI_Ryan Poles
Will Smith,2004,ED,Ohio State,CHI_Ryan Poles
Justin Tuck,2005,ED,Notre Dame,CHI_Ryan Poles
Terrell Suggs,2003,ED,Arizona State,CHI_Ryan Poles
Eddie Goldman,2015,DT,Florida State,CHI_Ryan Poles
Michael Dickson,2018,P,Texas,CHI_Ryan Poles
Michael Haynes,2003,ED,Penn State,CHI_Ryan Poles
Jerome McDougle,2003,ED,Miami (FL),CHI_Ryan Poles
Ray Edwards,2006,ED,Purdue,CHI_Ryan Poles
Nick Bawden,2018,FB,San Diego State,CHI_Ryan Poles
Drew Hodgdon,2005,C,Arizona State,CHI_Ryan Poles
Josh Brown,2003,K,Nebraska,CHI_Ryan Poles
Andre Fluellen,2008,DT,Florida State,CHI_Ryan Poles
Justin Harrell,2007,DT,Tennessee,CHI_Ryan Poles
Nathaniel Adibi,2004,ED,Virginia Tech,CHI_Ryan Poles
Kenechi Udeze,2004,ED,USC,CHI_Ryan Poles
Tyler Starr,2014,ED,South Dakota,CHI_Ryan Poles
Rob Sims,2006,G,Ohio State,CHI_Ryan Poles
Jason Babin,2004,ED,Western Michigan,CHI_Ryan Poles
Mike Pouncey,2011,C,Florida,CHI_Ryan Poles
Chris Gocong,2006,ED,Cal Poly,CHI_Ryan Poles
Matt Roth,2005,ED,Iowa,CHI_Ryan Poles
Sione Fua,2011,DT,Stanford,CHI_Ryan Poles
Bo Schobel,2004,ED,TCU,CHI_Ryan Poles
Clint Boling,2011,G,Georgia,CHI_Ryan Poles
Kyle Fuller,2017,G,Baylor,CHI_Ryan Poles
Bobby McCray,2004,ED,Florida,CHI_Ryan Poles
Julian Vandervelde,2011,G,Iowa,CHI_Ryan Poles
Arthur Moats,2010,ED,James Madison,CHI_Ryan Poles
Matt Paradis,2014,C,Boise State,CHI_Ryan Poles
Adam Gotsis,2016,DT,Georgia Tech,CHI_Ryan Poles
Ra'Shon Harris,2009,DT,Oregon,CHI_Ryan Poles
Chris Williams,2008,G,Vanderbilt,CHI_Ryan Poles
Ben Claxton,2003,C,Ole Miss,CHI_Ryan Poles
Leroy Harris,2007,G,North Carolina State,CHI_Ryan Poles
Victor Adeyanju,2006,ED,Indiana,CHI_Ryan Poles
Tamba Hali,2006,ED,Penn State,CHI_Ryan Poles
Nick Hayden,2008,DT,Wisconsin,CHI_Ryan Poles
Darrion Scott,2004,ED,Ohio State,CHI_Ryan Poles
Matthew Bergeron,2023,T,Syracuse,CHI_Ryan Poles
Sean Harlow,2017,G,Oregon State,CHI_Ryan Poles
Nathan Vasher,2004,CB,Texas,CHI_Ryan Poles
Fred Matua,2006,G,USC,CHI_Ryan Poles
Maurice Hurt,2011,G,Florida,CHI_Ryan Poles
Willie Henry,2016,DT,Michigan,CHI_Ryan Poles
Drew Sanders,2023,LB,Arkansas,CHI_Ryan Poles
Darryl Tapp,2006,ED,Virginia Tech,CHI_Ryan Poles
DeMarcus Ware,2005,ED,Troy,CHI_Ryan Poles
John Cominsky,2019,ED,Charleston,CHI_Ryan Poles
Tim Crowder,2007,ED,Texas,CHI_Ryan Poles
David Bass,2013,ED,Missouri Western,CHI_Ryan Poles
Demario Douglas,2023,WR,Liberty,CHI_Ryan Poles
Cyril Richardson,2014,G,Baylor,CHI_Ryan Poles
John Hughes,2012,DT,Cincinnati,CHI_Ryan Poles
Dustin Fry,2007,C,Clemson,CHI_Ryan Poles
Mike Mickens,2009,CB,Cincinnati,CHI_Ryan Poles
John Jenkins,2013,DT,Georgia,CHI_Ryan Poles
Derius Davis,2023,WR,TCU,CHI_Ryan Poles
Clark Harris,2007,LS,Rutgers,CHI_Ryan Poles
D.J. Jones,2017,DT,Ole Miss,CHI_Ryan Poles
Johnathan Hankins,2013,DT,Ohio State,CHI_Ryan Poles
David McMillan,2005,ED,Kansas,CHI_Ryan Poles
Parys Haralson,2006,ED,Tennessee,CHI_Ryan Poles
Johnny Townsend,2018,P,Florida,CHI_Ryan Poles
Chris Kelsay,2003,ED,Nebraska,CHI_Ryan Poles
Mike Montgomery,2005,ED,Texas A&M,CHI_Ryan Poles
Shaun Phillips,2004,ED,Purdue,CHI_Ryan Poles
Jimmy Wilkerson,2003,ED,Oklahoma,CHI_Ryan Poles
Davis Tull,2015,ED,Chattanooga,CHI_Ryan Poles
Kroy Biermann,2008,ED,Montana,CHI_Ryan Poles
Jason Kelce,2011,C,Cincinnati,CHI_Ryan Poles
James Looney,2018,DT,California,CHI_Ryan Poles
Prescott Burgess,2007,ED,Michigan,CHI_Ryan Poles
Will Rackley,2011,G,Lehigh,CHI_Ryan Poles
Clint Mitchell,2003,ED,Florida,CHI_Ryan Poles
Andrew Williams,2003,ED,Miami (FL),CHI_Ryan Poles
Alonzo Jackson,2003,ED,Florida State,CHI_Ryan Poles
Antwan Odom,2004,ED,Alabama,CHI_Ryan Poles
Daylon Mack,2019,DT,Texas A&M,CHI_Ryan Poles
Trent Cole,2005,ED,Cincinnati,CHI_Ryan Poles
Alex Stepanovich,2004,C,Ohio State,CHI_Ryan Poles
Sen'Derrick Marks,2009,DT,Auburn,CHI_Ryan Poles
LaMarr Woodley,2007,ED,Michigan,CHI_Ryan Poles
Marshall Newhouse,2010,T,TCU,CHI_Ryan Poles
Marcus Cannon,2011,T,TCU,CHI_Ryan Poles
Tayo Fabuluje,2015,T,TCU,CHI_Ryan Poles
Anthony Alabi,2005,T,TCU,CHI_Ryan Poles
Michael Toudouze,2006,T,TCU,CHI_Ryan Poles
John Greco,2008,G,Toledo,CHI_Ryan Poles
Jamar Wall,2010,CB,Texas Tech,CHI_Ryan Poles
Herb Taylor,2007,T,TCU,CHI_Ryan Poles
Ty Summers,2019,LB,TCU,CHI_Ryan Poles
Daryl Washington,2010,LB,TCU,CHI_Ryan Poles
Josh Carraway,2017,LB,TCU,CHI_Ryan Poles
Stephen Hodge,2009,LB,TCU,CHI_Ryan Poles
Jason Phillips,2009,LB,TCU,CHI_Ryan Poles
Paul McQuistan,2006,G,Weber State,CHI_Ryan Poles
Andy Dalton,2011,QB,TCU,CHI_Ryan Poles
Avery Moss,2017,ED,Youngstown State,CHI_Ryan Poles
Marvin White,2007,S,TCU,CHI_Ryan Poles
LaTarence Dunbar,2003,WR,TCU,CHI_Ryan Poles
Adrian Madise,2003,WR,TCU,CHI_Ryan Poles
Cory Rodgers,2006,WR,TCU,CHI_Ryan Poles
Josh Boyce,2013,WR,TCU,CHI_Ryan Poles
Kahlil McKenzie,2018,DT,Tennessee,CHI_Ryan Poles
Daniel Carlson,2018,K,Auburn,CHI_Ryan Poles
Shawn Johnson,2004,ED,Delaware,CHI_Ryan Poles
Claude Harriott,2004,ED,Pittsburgh,CHI_Ryan Poles
Erasmus James,2005,ED,Wisconsin,CHI_Ryan Poles
Jarret Johnson,2003,ED,Alabama,CHI_Ryan Poles
Cameron Stephenson,2007,G,Rutgers,CHI_Ryan Poles
Phil Haynes,2019,G,Wake Forest,CHI_Ryan Poles
Justin Blalock,2007,G,Texas,CHI_Ryan Poles
Brandon Mebane,2007,DT,California,CHI_Ryan Poles
Carl Nicks,2008,G,Nebraska,CHI_Ryan Poles
Jacob Ford,2007,ED,Central Arkansas,CHI_Ryan Poles
Julian Jenkins,2006,ED,Stanford,CHI_Ryan Poles
Linval Joseph,2010,DT,East Carolina,CHI_Ryan Poles
Dan Cody,2005,ED,Oklahoma,CHI_Ryan Poles
Zach Moore,2014,ED,"Concordia, St. Paul",CHI_Ryan Poles
Austin Seibert,2019,K,Oklahoma,CHI_Ryan Poles
Mike Neal,2010,DT,Purdue,CHI_Ryan Poles
Frank Okam,2008,DT,Texas,CHI_Ryan Poles
Fili Moala,2009,DT,USC,CHI_Ryan Poles
Chris Neild,2011,DT,West Virginia,CHI_Ryan Poles
Derrick Nnadi,2018,DT,Florida State,CHI_Ryan Poles
Pat Elflein,2017,G,Ohio State,CHI_Ryan Poles
Deuce Lutui,2006,G,USC,CHI_Ryan Poles
Amobi Okoye,2007,DT,Louisville,CHI_Ryan Poles
Jeff Owens,2010,DT,Georgia,CHI_Ryan Poles
Ed Oliver,2019,DT,Houston,CHI_Ryan Poles
Josh Beekman,2007,G,Boston College,CHI_Ryan Poles
David Parry,2015,DT,Stanford,CHI_Ryan Poles
Jamon Brown,2015,G,Louisville,CHI_Ryan Poles
Travis Swanson,2014,C,Arkansas,CHI_Ryan Poles
Michael Jordan,2019,G,Ohio State,CHI_Ryan Poles
Domata Peko,2006,DT,Michigan State,CHI_Ryan Poles
Darius Philon,2015,DT,Arkansas,CHI_Ryan Poles
Roberto Aguayo,2016,K,Florida State,CHI_Ryan Poles
Jeremy Mincey,2006,ED,Florida,CHI_Ryan Poles
Chris Canty,2005,ED,Virginia,CHI_Ryan Poles
Stephen Schilling,2011,G,Michigan,CHI_Ryan Poles
Quinn Ojinnaka,2006,G,Syracuse,CHI_Ryan Poles
Dontari Poe,2012,DT,Memphis,CHI_Ryan Poles
Justin Geisinger,2005,C,Vanderbilt,CHI_Ryan Poles
Jaimie Thomas,2009,G,Maryland,CHI_Ryan Poles
Shurron Pierson,2003,ED,South Florida,CHI_Ryan Poles
Jerrell Powe,2011,DT,Ole Miss,CHI_Ryan Poles
Riley Dixon,2016,P,Syracuse,CHI_Ryan Poles
Jason Hatcher,2006,ED,Grambling State,CHI_Ryan Poles
Armonty Bryant,2013,ED,East Central,CHI_Ryan Poles
Chris Kemoeatu,2005,G,Utah,CHI_Ryan Poles
Jimmy Verdon,2005,ED,Arizona State,CHI_Ryan Poles
David Pollack,2005,ED,Georgia,CHI_Ryan Poles
Carlton Powell,2008,DT,Virginia Tech,CHI_Ryan Poles
Aaron Hunt,2003,ED,Texas Tech,CHI_Ryan Poles
Mark Anderson,2006,ED,Alabama,CHI_Ryan Poles
Isaac Hilton,2004,ED,Hampton,CHI_Ryan Poles
Bill Swancutt,2005,ED,Oregon State,CHI_Ryan Poles
Mathias Kiwanuka,2006,ED,Boston College,CHI_Ryan Poles
Jonathan Welsh,2005,ED,Wisconsin,CHI_Ryan Poles
Dave Ball,2004,ED,UCLA,CHI_Ryan Poles
Zane Beadles,2010,G,Utah,CHI_Ryan Poles
Andy Lee,2004,P,Pittsburgh,CHI_Ryan Poles
Caleb Brantley,2017,DT,Florida,CHI_Ryan Poles
Brian Price,2010,DT,UCLA,CHI_Ryan Poles
Ben Johnson,2003,G,Wisconsin,CHI_Ryan Poles
Shawn Andrews,2004,G,Arkansas,CHI_Ryan Poles
Jarron Gilbert,2009,DT,San Jose State,CHI_Ryan Poles
Vernon Carey,2004,G,Miami (FL),CHI_Ryan Poles
Josh Lay,2006,CB,Pittsburgh,CHI_Ryan Poles
Jason Jones,2008,ED,Eastern Michigan,CHI_Ryan Poles
Dan Feeney,2017,G,Indiana,CHI_Ryan Poles
Rodney Hudson,2011,C,Florida State,CHI_Ryan Poles
Darrelle Revis,2007,CB,Pittsburgh,CHI_Ryan Poles
Torrie Cox,2003,CB,Pittsburgh,CHI_Ryan Poles
Jeff Otah,2008,T,Pittsburgh,CHI_Ryan Poles
Charles Spencer,2006,T,Pittsburgh,CHI_Ryan Poles
Rob Petitti,2005,T,Pittsburgh,CHI_Ryan Poles
Quinton Jefferson,2016,DT,Maryland,CHI_Ryan Poles
Adam Bisnowaty,2017,T,Pittsburgh,CHI_Ryan Poles
H.B. Blades,2007,LB,Pittsburgh,CHI_Ryan Poles
Gerald Hayes,2003,LB,Pittsburgh,CHI_Ryan Poles
Scott McKillop,2009,LB,Pittsburgh,CHI_Ryan Poles
Ejuan Price,2017,LB,Pittsburgh,CHI_Ryan Poles
Harrison Butker,2017,K,Georgia Tech,CHI_Ryan Poles
Kaleb Ramsey,2014,DT,Boston College,CHI_Ryan Poles
Kheeston Randall,2012,DT,Texas,CHI_Ryan Poles
Barry Cofield,2006,DT,Northwestern,CHI_Ryan Poles
Nathan Peterman,2017,QB,Pittsburgh,CHI_Ryan Poles
James Conner,2017,RB,Pittsburgh,CHI_Ryan Poles
Brandon Deaderick,2010,DT,Alabama,CHI_Ryan Poles
Rob Ninkovich,2006,ED,Purdue,CHI_Ryan Poles
Dion Lewis,2011,RB,Pittsburgh,CHI_Ryan Poles
LeSean McCoy,2009,RB,Pittsburgh,CHI_Ryan Poles
Qadree Ollison,2019,RB,Pittsburgh,CHI_Ryan Poles
Jordan Whitehead,2018,S,Pittsburgh,CHI_Ryan Poles
Dorin Dickerson,2010,TE,Pittsburgh,CHI_Ryan Poles
Sam Acho,2011,ED,Texas,CHI_Ryan Poles
Kris Wilson,2004,TE,Pittsburgh,CHI_Ryan Poles
Ezekiel Ansah,2013,ED,Brigham Young,CHI_Ryan Poles
Jamaal Anderson,2007,ED,Arkansas,CHI_Ryan Poles
Ryan Anderson,2017,ED,Alabama,CHI_Ryan Poles
Nate Byham,2010,TE,Pittsburgh,CHI_Ryan Poles
Jimmy Landes,2016,LS,Baylor,CHI_Ryan Poles
D.J. Reader,2016,DT,Clemson,CHI_Ryan Poles
DeAngelo Malone,2022,ED,Western Kentucky,CHI_Ryan Poles
Larry Fitzgerald,2004,WR,Pittsburgh,CHI_Ryan Poles
Devin Street,2014,WR,Pittsburgh,CHI_Ryan Poles
Victor Abiamiri,2007,ED,Notre Dame,CHI_Ryan Poles
C.J. Ah You,2007,ED,Oklahoma,CHI_Ryan Poles
Jon Baldwin,2011,WR,Pittsburgh,CHI_Ryan Poles
Ikaika Alama-Francis,2007,ED,Hawaii,CHI_Ryan Poles
John Jerry,2010,G,Ole Miss,CHI_Ryan Poles
Hassan Ridgeway,2016,DT,Texas,CHI_Ryan Poles
Sheldon Richardson,2013,DT,Missouri,CHI_Ryan Poles
Frank Alexander,2012,ED,Oklahoma,CHI_Ryan Poles
Josh Allen,2019,ED,Kentucky,CHI_Ryan Poles
Zach Allen,2019,ED,Boston College,CHI_Ryan Poles
Dorance Armstrong Jr.,2018,ED,Kansas,CHI_Ryan Poles
Bryan Stork,2014,C,Florida State,CHI_Ryan Poles
Colby Gossett,2018,G,Appalachian State,CHI_Ryan Poles
Drew Kaser,2016,P,Texas A&M,CHI_Ryan Poles
Jeremiah Attaochu,2014,ED,Georgia Tech,CHI_Ryan Poles
Cliff Avril,2008,ED,Purdue,CHI_Ryan Poles
Robert Ayers,2009,ED,Tennessee,CHI_Ryan Poles
Ben Banogu,2019,ED,TCU,CHI_Ryan Poles
Allen Bailey,2011,ED,Miami (FL),CHI_Ryan Poles
Derek Barnett,2017,ED,Tennessee,CHI_Ryan Poles
Connor Barwin,2009,ED,Cincinnati,CHI_Ryan Poles
Antoine Caldwell,2009,G,Alabama,CHI_Ryan Poles
Travian Robertson,2012,DT,South Carolina,CHI_Ryan Poles
Tarell Basham,2017,ED,Ohio,CHI_Ryan Poles
Dan Bazuin,2007,ED,Central Michigan,CHI_Ryan Poles
Jeremy Beal,2011,ED,Oklahoma,CHI_Ryan Poles
Vic Beasley,2015,ED,Clemson,CHI_Ryan Poles
Jake Bequette,2012,ED,Arkansas,CHI_Ryan Poles
Joey Bosa,2016,ED,Ohio State,CHI_Ryan Poles
Steve Sciullo,2003,G,Marshall,CHI_Ryan Poles
Davon Godchaux,2017,DT,LSU,CHI_Ryan Poles
Ahtyba Rubin,2008,DT,Iowa State,CHI_Ryan Poles
Da'Quan Bowers,2011,ED,Clemson,CHI_Ryan Poles
Tyus Bowser,2017,ED,Houston,CHI_Ryan Poles
Jordan Brailford,2019,ED,Oklahoma State,CHI_Ryan Poles
Andre Branch,2012,ED,Clemson,CHI_Ryan Poles
Everette Brown,2009,ED,Florida State,CHI_Ryan Poles
Austin Bryant,2019,ED,Clemson,CHI_Ryan Poles
Michael Buchanan,2013,ED,Illinois,CHI_Ryan Poles
Victor Butler,2009,ED,Oregon State,CHI_Ryan Poles
Shilique Calhoun,2016,ED,Michigan State,CHI_Ryan Poles
Dontavius Russell,2019,DT,Auburn,CHI_Ryan Poles
Calais Campbell,2008,ED,Miami (FL),CHI_Ryan Poles
Cornellius Carradine,2013,ED,Florida State,CHI_Ryan Poles
Adam Carriker,2007,ED,Nebraska,CHI_Ryan Poles
Alex Carrington,2010,ED,Arkansas State,CHI_Ryan Poles
Chris Carter,2011,ED,Fresno State,CHI_Ryan Poles
Lorenzo Carter,2018,ED,Georgia,CHI_Ryan Poles
Taco Charlton,2017,ED,Michigan,CHI_Ryan Poles
Isaac Asiata,2017,G,Utah,CHI_Ryan Poles
Darell Scott,2009,DT,Clemson,CHI_Ryan Poles
Anthony Chickillo,2015,ED,Miami (FL),CHI_Ryan Poles
Frank Clark,2015,ED,Michigan,CHI_Ryan Poles
Joe Hawley,2010,C,UNLV,CHI_Ryan Poles
Deadrin Senat,2018,DT,South Florida,CHI_Ryan Poles
Tim Settle,2018,DT,Virginia Tech,CHI_Ryan Poles
Will Clarke,2014,ED,West Virginia,CHI_Ryan Poles
Adrian Clayborn,2011,ED,Iowa,CHI_Ryan Poles
Kamalei Correa,2016,ED,Boise State,CHI_Ryan Poles
Chris Slayton,2019,DT,Syracuse,CHI_Ryan Poles
Kawann Short,2013,DT,Purdue,CHI_Ryan Poles
D'Anthony Smith,2010,DT,Louisiana Tech,CHI_Ryan Poles
Shawn Crable,2008,ED,Michigan,CHI_Ryan Poles
Angelo Craig,2008,ED,Cincinnati,CHI_Ryan Poles
Jack Crawford,2012,ED,Penn State,CHI_Ryan Poles
Tyrone Crawford,2012,ED,Boise State,CHI_Ryan Poles
Sam Jones,2018,G,Arizona State,CHI_Ryan Poles
Dru Samia,2019,G,Oklahoma,CHI_Ryan Poles
Brandon Thompson,2012,DT,Clemson,CHI_Ryan Poles
Jerry Tillery,2019,DT,Notre Dame,CHI_Ryan Poles
Scott Crichton,2014,ED,Oregon State,CHI_Ryan Poles
Jared Crick,2012,ED,Nebraska,CHI_Ryan Poles
Maxx Crosby,2019,ED,Eastern Michigan,CHI_Ryan Poles
Vinny Curry,2012,ED,Marshall,CHI_Ryan Poles
Dan Buenning,2005,G,Wisconsin,CHI_Ryan Poles
Ryan Cook,2006,G,New Mexico,CHI_Ryan Poles
Dalvin Tomlinson,2017,DT,Alabama,CHI_Ryan Poles
Bruce Davis,2008,ED,UCLA,CHI_Ryan Poles
Dexter Davis,2010,ED,Arizona State,CHI_Ryan Poles
Hall Davis,2010,ED,Louisiana,CHI_Ryan Poles
Will Davis,2009,ED,Illinois,CHI_Ryan Poles
Doug Datish,2007,C,Ohio State,CHI_Ryan Poles
Ego Ferguson,2014,DT,LSU,CHI_Ryan Poles
James Daniels,2018,G,Iowa,CHI_Ryan Poles
Marcus Harrison,2008,DT,Arkansas,CHI_Ryan Poles
Kevin Dodd,2016,ED,Clemson,CHI_Ryan Poles
Elvis Dumervil,2006,ED,Louisville,CHI_Ryan Poles
Carlos Dunlap,2010,ED,Florida,CHI_Ryan Poles
Bud Dupree,2015,ED,Kentucky,CHI_Ryan Poles
Kony Ealy,2014,ED,Missouri,CHI_Ryan Poles
Mario Edwards,2015,ED,Florida State,CHI_Ryan Poles
Duke Ejiofor,2018,ED,Wake Forest,CHI_Ryan Poles
Chris Ellis,2008,ED,Virginia Tech,CHI_Ryan Poles
Ricky Elmore,2011,ED,Arizona,CHI_Ryan Poles
Stevie Tu'ikolovatu,2017,DT,USC,CHI_Ryan Poles
IK Enemkpali,2014,ED,Louisiana Tech,CHI_Ryan Poles
Larry English,2009,ED,Northern Illinois,CHI_Ryan Poles
Kyler Fackrell,2016,ED,Utah State,CHI_Ryan Poles
Clelin Ferrell,2019,ED,Clemson,CHI_Ryan Poles
Kylie Fitts,2018,ED,Utah,CHI_Ryan Poles
Larry Warford,2013,G,Kentucky,CHI_Ryan Poles
DeAngelo Tyson,2012,DT,Georgia,CHI_Ryan Poles
Trey Flowers,2015,ED,Arkansas,CHI_Ryan Poles
Trey Millard,2014,FB,Oklahoma,CHI_Ryan Poles
Leterrius Walton,2015,DT,Central Michigan,CHI_Ryan Poles
Dee Ford,2014,ED,Auburn,CHI_Ryan Poles
Dante Fowler,2015,ED,Florida,CHI_Ryan Poles
Myles Garrett,2017,ED,Texas A&M,CHI_Ryan Poles
Rashan Gary,2019,ED,Michigan,CHI_Ryan Poles
Justin Britt,2014,C,Missouri,CHI_Ryan Poles
David Baas,2005,C,Michigan,CHI_Ryan Poles
Christian Wilkins,2019,DT,Clemson,CHI_Ryan Poles
Clifton Geathers,2010,ED,South Carolina,CHI_Ryan Poles
Vernon Gholston,2008,ED,Ohio State,CHI_Ryan Poles
Brian Winters,2013,G,Kent State,CHI_Ryan Poles
Spencer Ware,2013,FB,LSU,CHI_Ryan Poles
Andrew Jackson,2011,G,Fresno State,CHI_Ryan Poles
Thaddeus Gibson,2010,ED,Ohio State,CHI_Ryan Poles
Markus Golden,2015,ED,Missouri,CHI_Ryan Poles
Malliciah Goodman,2013,ED,Clemson,CHI_Ryan Poles
Brandon Graham,2010,ED,Michigan,CHI_Ryan Poles
Gerri Green,2019,ED,Mississippi State,CHI_Ryan Poles
Randy Gregory,2015,ED,Nebraska,CHI_Ryan Poles
Andrew Pinnock,2003,FB,South Carolina,CHI_Ryan Poles
Everson Griffen,2010,ED,USC,CHI_Ryan Poles
Geneo Grissom,2015,ED,Oklahoma,CHI_Ryan Poles
Quentin Groves,2008,ED,Auburn,CHI_Ryan Poles
Obum Gwacham,2015,ED,Oregon State,CHI_Ryan Poles
Daeshon Hall,2017,ED,Texas A&M,CHI_Ryan Poles
Greg Hardy,2010,ED,Ole Miss,CHI_Ryan Poles
Eli Harold,2015,ED,Virginia,CHI_Ryan Poles
A.J. Cann,2015,G,South Carolina,CHI_Ryan Poles
Bennie Logan,2013,DT,LSU,CHI_Ryan Poles
Chris Harrington,2008,ED,Texas A&M,CHI_Ryan Poles
Charles Harris,2017,ED,Missouri,CHI_Ryan Poles
Derrick Harvey,2008,ED,Florida,CHI_Ryan Poles
Trey Hendrickson,2017,ED,Florida Atlantic,CHI_Ryan Poles
